# 词语	拼音	主码	权重	词长	附加词码
雨刮	yu gua	yugw	212	2	yugwm yugwmh
有时候	you shi hou	yuh	10156	3	yuhk yuhko ybuihb ybuihbk ybuihbko
雨后	yu hou	yuhb	1050	2	yuhbm yuhbmh
预后	yu hou	yuhb	499	2	yuhbn yuhbnh
玉皇	yu huang	yuhd	385	2	yuhdm yuhdmh
愈合	yu he	yuhe	1064	2	yuheo yuheoo
余杭	yu hang	yuhh	965	2	yuhho yuhhod
宇航	yu hang	yuhh	939	2	yuhhj yuhhjh
宇航局	yu hang ju	yuhhju	145	3	yuhhjuj yuhhjujs
余杭区	yu hang qu	yuhhqu	347	3	yuhhquo yuhhquos
宇航员	yu hang yuan	yuhhyr	461	3	yuhhyrj yuhhyrjr
御寒	yu han	yuhj	200	2	yuhjh yuhjhj
愈好	yu hao	yuhk	63	2	yuhko yuhkov
遇害	yu hai	yuhl	335	2	yuhly yuhlyj
玉海	yu hai	yuhl	316	2	yuhlm yuhlme
欲海	yu hai	yuhl	80	2	yuhlc yuhlce
欲火	yu huo	yuho	235	2	yuhoc yuhocf
渔火	yu huo	yuho	63	2	yuhoe yuhoef
浴火重生	yu huo chong sheng	yuhoisug	369	4	yuhoisuge yuhoisugeh
玉环	yu huan	yuhr	689	2	yuhrm yuhrmm
玉环县	yu huan xian	yuhrxm	220	3	yuhrxmm yuhrxmmb
于洪	yu hong	yuhs	406	2	yuhsm yuhsme
于洪区	yu hong qu	yuhsqu	165	3	yuhsqum yuhsqums
玉壶	yu hu	yuhu	112	2	yuhum yuhumg
与虎谋皮	yu hu mou pi	yuhumbpi	41	4	yuhumbpiy yuhumbpiyd
与会	yu hui	yuhv	1117	2	yuhvy yuhvyo
迂回	yu hui	yuhv	360	2	yuhvy yuhvyw
余晖	yu hui	yuhv	197	2	yuhvo yuhvoa
语汇	yu hui	yuhv	87	2	yuhvi yuhvie
与会者	yu hui zhe	yuhvve	196	3	yuhvvey yuhvveyj
雨花	yu hua	yuhw	1572	2	yuhwm yuhwmt
裕华	yu hua	yuhw	763	2	yuhwl yuhwlo
羽化	yu hua	yuhw	173	2	yuhws yuhwso
余华	yu hua	yuhw	144	2	yuhwo yuhwoo
雨花区	yu hua qu	yuhwqu	334	3	yuhwqum yuhwqums
裕华区	yu hua qu	yuhwqu	173	3	yuhwqul yuhwquls
雨花台	yu hua tai	yuhwtl	524	3	yuhwtlm yuhwtlmi
雨花台区	yu hua tai qu	yuhwtlqu	123	4	yuhwtlqum yuhwtlqums
御花园	yu hua yuan	yuhwyr	148	3	yuhwyrh yuhwyrhw
于怀	yu huai	yuhy	341	2	yuhym yuhymp
虞城	yu cheng	yuig	179	2	yuigy yuigyg
育成	yu cheng	yuig	160	2	yuigy yuigyi
玉成	yu cheng	yuig	159	2	yuigm yuigmi
禹城	yu cheng	yuig	145	2	yuigh yuighg
虞城县	yu cheng xian	yuigxm	107	3	yuigxmy yuigxmyb
浴场	yu chang	yuih	654	2	yuihe yuiheg
渔场	yu chang	yuih	108	2	yuihe yuiheg
鱼翅	yu chi	yuii	287	2	yuiin yuiinj
浴池	yu chi	yuii	253	2	yuiie yuiiee
尉迟	yu chi	yuii	200	2	yuiis yuiisy
鱼池	yu chi	yuii	147	2	yuiin yuiine
愚痴	yu chi	yuii	81	2	yuiiw yuiiwk
预产期	yu chan qi	yuijqi	235	3	yuijqin yuijqint
宇春	yu chun	yuip	2708	2	yuipj yuipjq
愚蠢	yu chun	yuip	1522	2	yuipw yuipwq
渔船	yu chuan	yuir	609	2	yuire yuireh
鱼虫	yu chong	yuis	1865	2	yuisn yuisnl
语出	yu chu	yuiu	176	2	yuiui yuiuiu
育雏	yu chu	yuiu	53	2	yuiuy yuiuyn
预处理	yu chu li	yuiuli	387	3	yuiulin yuiulinm
艺术家	yi shu jia	yuj	8662	3	yujt yujtj yiuujw yiuujwt yiuujwtj
预缴	yu jiao	yujc	66	2	yujcn yujcnv
寓教于乐	yu jiao yu le	yujcyule	115	4	yujcyulej yujcyulejh
余江	yu jiang	yujd	78	2	yujdo yujdoe
预计	yu ji	yuji	9304	2	yujin yujini
雨季	yu ji	yuji	773	2	yujim yujimh
余悸	yu ji	yuji	254	2	yujio yujiop
淤积	yu ji	yuji	179	2	yujie yujieh
虞姬	yu ji	yuji	109	2	yujiy yujiyv
于己	yu ji	yuji	104	2	yujim yujims
遇见	yu jian	yujm	4639	2	yujmy yujmyb
预见	yu jian	yujm	793	2	yujmn yujmnb
遇见你	yu jian ni	yujmni	651	3	yujmniy yujmniyo
预见性	yu jian xing	yujmxy	117	3	yujmxyn yujmxynp
郁金	yu jin	yujn	719	2	yujnk yujnkc
浴巾	yu jin	yujn	313	2	yujne yujnel
于今	yu jin	yujn	220	2	yujnm yujnmo
郁金香	yu jin xiang	yujnxd	640	3	yujnxdk yujnxdkh
与君	yu jun	yujp	254	2	yujpy yujpys
欲绝	yu jue	yujt	370	2	yujtc yujtcv
语句	yu ju	yuju	1649	2	yujui yujuip
渔具	yu ju	yuju	228	2	yujue yujueb
豫剧	yu ju	yuju	203	2	yujun yujuns
雨具	yu ju	yuju	109	2	yujum yujumb
瑜伽	yu jia	yujw	3112	2	yujwm yujwmo
瑜珈	yu jia	yujw	528	2	yujwm yujwmm
愈加	yu jia	yujw	468	2	yujwo yujwok
渔家	yu jia	yujw	219	2	yujwe yujwej
御驾	yu jia	yujw	61	2	yujwh yujwhk
御姐	yu jie	yujx	214	2	yujxh yujxhv
郁结	yu jie	yujx	122	2	yujxk yujxkv
欲界	yu jie	yujx	74	2	yujxc yujxcw
预警	yu jing	yujy	2093	2	yujyn yujynt
语境	yu jing	yujy	480	2	yujyi yujyig
狱警	yu jing	yujy	135	2	yujyk yujykt
预警机	yu jing ji	yujyji	170	3	yujyjin yujyjind
峪口	yu kou	yukb	87	2	yukbu yukbur
预科	yu ke	yuke	504	2	yuken yukenh
余款	yu kuan	yukr	214	2	yukro yukrog
欲哭无泪	yu ku wu lei	yukuwulz	274	4	yukuwulzc yukuwulzce
愉快	yu kuai	yuky	5015	2	yukyp yukypp
预料	yu liao	yulc	1485	2	yulcn yulcnf
语料	yu liao	yulc	77	2	yulci yulcif
预料到	yu liao dao	yulcdk	234	3	yulcdkn yulcdknm
雨量	yu liang	yuld	264	2	yuldm yuldma
余量	yu liang	yuld	96	2	yuldo yuldoa
余粮	yu liang	yuld	75	2	yuldo yuldof
娱乐场	yu le chang	yuleih	107	3	yuleihv yuleihvg
娱乐界	yu le jie	yulejx	114	3	yulejxv yulejxvw
娱乐圈	yu le quan	yuleqr	2700	3	yuleqrv yuleqrvw
娱乐性	yu le xing	yulexy	230	3	yulexyv yulexyvp
娱乐业	yu le ye	yuleye	141	3	yuleyev yuleyevt
遇冷	yu leng	yulg	207	2	yulgy yulgyi
与狼共舞	yu lang gong wu	yulhgswu	131	4	yulhgswuy yulhgswuyo
余力	yu li	yuli	478	2	yulio yuliok
尉犁	yu li	yuli	95	2	yulis yulish
预览	yu lan	yulj	1856	2	yuljn yuljnl
玉兰	yu lan	yulj	766	2	yuljm yuljmt
愈来	yu lai	yull	598	2	yullo yullod
愈来愈	yu lai yu	yullyu	493	3	yullyuo yullyuoo
愈来愈多	yu lai yu duo	yullyudo	80	4	yullyudoo yullyudoon
榆林	yu lin	yuln	2119	2	yulnd yulndd
玉林	yu lin	yuln	1488	2	yulnm yulnmd
雨林	yu lin	yuln	576	2	yulnm yulnmd
鱼鳞	yu lin	yuln	266	2	yulnn yulnnn
育林	yu lin	yuln	77	2	yulny yulnyd
羽林	yu lin	yuln	68	2	yulns yulnsd
玉林市	yu lin shi	yulnui	210	3	yulnuim yulnuimy
榆林市	yu lin shi	yulnui	136	3	yulnuid yulnuidy
舆论	yu lun	yulp	2259	2	yulph yulphi
预留	yu liu	yulq	687	2	yulqn yulqnh
玉龙	yu long	yuls	709	2	yulsm yulsmi
鱼龙	yu long	yuls	240	2	yulsn yulsni
裕隆	yu long	yuls	83	2	yulsl yulsln
御龙	yu long	yuls	53	2	yulsh yulshi
语录	yu lu	yulu	3345	2	yului yuluin
雨露	yu lu	yulu	415	2	yulum yulumm
余氯	yu lv	yulv	99	2	yulvo yulvoo
渔猎	yu lie	yulx	224	2	yulxe yulxek
欲裂	yu lie	yulx	93	2	yulxc yulxcm
育龄	yu ling	yuly	239	2	yulyy yulyyy
鱼类	yu lei	yulz	829	2	yulzn yulznf
鱼雷	yu lei	yulz	302	2	yulzn yulznm
预谋	yu mou	yumb	314	2	yumbn yumbni
育苗	yu miao	yumc	482	2	yumcy yumcyt
鱼苗	yu miao	yumc	156	2	yumcn yumcnt
郁闷	yu men	yumf	7254	2	yumfk yumfkl
玉门	yu men	yumf	249	2	yumfm yumfml
郁闷的	yu men de	yumfde	1468	3	yumfdek yumfdekh
玉米	yu mi	yumi	5725	2	yumim yumimf
鱼米之乡	yu mi zhi xiang	yumivixd	60	4	yumivixdn yumivixdnv
誉满	yu man	yumj	67	2	yumjf yumjfe
羽毛	yu mao	yumk	4372	2	yumks yumksh
羽毛球	yu mao qiu	yumkqq	2570	3	yumkqqs yumkqqsm
羽毛球馆	yu mao qiu guan	yumkqqgr	201	4	yumkqqgrs yumkqqgrsn
玉面	yu mian	yumm	101	2	yummm yummmm
渔民	yu min	yumn	714	2	yumne yumner
于民	yu min	yumn	340	2	yumnm yumnmr
裕民	yu min	yumn	121	2	yumnl yumnlr
愚民	yu min	yumn	77	2	yumnw yumnwr
余亩	yu mu	yumu	223	2	yumuo yumuoy
雨幕	yu mu	yumu	53	2	yumum yumumt
鱼目混珠	yu mu hun zhu	yumuhpvu	50	4	yumuhpvun yumuhpvunm
域名	yu ming	yumy	5725	2	yumyg yumygn
余名	yu ming	yumy	740	2	yumyo yumyon
愚昧	yu mei	yumz	514	2	yumzw yumzwa
虞美人	yu mei ren	yumzrf	136	3	yumzrfy yumzrfyo
于娜	yu na	yuna	131	2	yunam yunamv
与你	yu ni	yuni	4270	2	yuniy yuniyo
于你	yu ni	yuni	721	2	yunim yunimo
淤泥	yu ni	yuni	307	2	yunie yuniee
遇难	yu nan	yunj	2026	2	yunjy yunjye
鱼腩	yu nan	yunj	86	2	yunjn yunjnb
遇难者	yu nan zhe	yunjve	567	3	yunjvey yunjveyj
郁南县	yu nan xian	yunjxm	132	3	yunjxmk yunjxmkb
余年	yu nian	yunm	751	2	yunmo yunmoo
欲念	yu nian	yunm	122	2	yunmc yunmco
与您	yu nin	yunn	1304	2	yunny yunnyo
愚弄	yu nong	yuns	255	2	yunsw yunswm
玉女	yu nv	yunv	1734	2	yunvm yunvmv
欲女	yu nv	yunv	57	2	yunvc yunvcv
余孽	yu nie	yunx	63	2	yunxo yunxot
宇内	yu nei	yunz	65	2	yunzj yunzjo
浴盆	yu pen	yupf	167	2	yupfe yupfec
雨棚	yu peng	yupg	84	2	yupgm yupgmd
鱼皮	yu pi	yupi	86	2	yupin yupind
玉盘	yu pan	yupj	80	2	yupjm yupjmh
浴袍	yu pao	yupk	93	2	yupke yupkel
鱼片	yu pian	yupm	332	2	yupmn yupmnl
余篇	yu pian	yupm	292	2	yupmo yupmoh
玉佩	yu pei	yupz	313	2	yupzm yupzmo
预期	yu qi	yuqi	7691	2	yuqin yuqint
与其	yu qi	yuqi	3628	2	yuqiy yuqiyt
语气	yu qi	yuqi	2819	2	yuqii yuqiio
玉器	yu qi	yuqi	1306	2	yuqim yuqimr
逾期	yu qi	yuqi	711	2	yuqiy yuqiyt
与其说	yu qi shuo	yuqiuo	532	3	yuqiuoy yuqiuoyi
于谦	yu qian	yuqm	167	2	yuqmm yuqmmi
于前	yu qian	yuqm	151	2	yuqmm yuqmmt
雨前	yu qian	yuqm	110	2	yuqmm yuqmmt
御前	yu qian	yuqm	103	2	yuqmh yuqmht
欲擒故纵	yu qin gu zong	yuqnguzs	104	4	yuqnguzsc yuqnguzscv
鱼群	yu qun	yuqp	81	2	yuqpn yuqpns
欲求	yu qiu	yuqq	378	2	yuqqc yuqqci
余秋雨	yu qiu yu	yuqqyu	746	3	yuqqyuo yuqqyuom
玉泉	yu quan	yuqr	1170	2	yuqrm yuqrmh
羽泉	yu quan	yuqr	269	2	yuqrs yuqrsh
玉泉区	yu quan qu	yuqrqu	105	3	yuqrqum yuqrqums
玉泉营	yu quan ying	yuqryy	329	3	yuqryym yuqryymt
玉清	yu qing	yuqy	370	2	yuqym yuqyme
舆情	yu qing	yuqy	115	2	yuqyh yuqyhp
余庆	yu qing	yuqy	104	2	yuqyo yuqyoi
淤青	yu qing	yuqy	69	2	yuqye yuqyeq
雨情	yu qing	yuqy	61	2	yuqym yuqymp
鱼肉	yu rou	yurb	551	2	yurbn yurbno
预热	yu re	yure	551	2	yuren yurenq
余热	yu re	yure	292	2	yureo yureoq
与人	yu ren	yurf	3573	2	yurfy yurfyo
余人	yu ren	yurf	1341	2	yurfo yurfoo
愚人	yu ren	yurf	839	2	yurfw yurfwo
育人	yu ren	yurf	688	2	yurfy yurfyo
于人	yu ren	yurf	665	2	yurfm yurfmo
渔人	yu ren	yurf	202	2	yurfe yurfeo
玉人	yu ren	yurf	118	2	yurfm yurfmo
雨人	yu ren	yurf	95	2	yurfm yurfmo
予人	yu ren	yurf	72	2	yurfn yurfno
遇人不淑	yu ren bu shu	yurfbuuu	43	4	yurfbuuuy yurfbuuuye
愚人节	yu ren jie	yurfjx	542	3	yurfjxw yurfjxwt
与日	yu ri	yuri	333	2	yuriy yuriya
与日俱增	yu ri ju zeng	yurijuzg	222	4	yurijuzgy yurijuzgyg
羽绒	yu rong	yurs	1024	2	yurss yurssv
玉容	yu rong	yurs	51	2	yursm yursmj
羽绒服	yu rong fu	yursfu	538	3	yursfus yursfusb
语塞	yu se	yuse	99	2	yusei yuseij
雨丝	yu si	yusi	240	2	yusim yusimv
于斯	yu si	yusi	58	2	yusim yusimt
鱼死网破	yu si wang po	yusiwhpo	58	4	yusiwhpon yusiwhponm
雨伞	yu san	yusj	884	2	yusjm yusjmo
预赛	yu sai	yusl	873	2	yusln yuslnj
寓所	yu suo	yuso	215	2	yusoj yusojh
预算	yu suan	yusr	9138	2	yusrn yusrnh
预算内	yu suan nei	yusrnz	115	3	yusrnzn yusrnzno
语速	yu su	yusu	180	2	yusui yusuiy
玉碎	yu sui	yusv	99	2	yusvm yusvmm
与他	yu ta	yuta	2774	2	yutay yutayo
与她	yu ta	yuta	1393	2	yutay yutayv
于他	yu ta	yuta	663	2	yutam yutamo
鱼头	yu tou	yutb	483	2	yutbn yutbny
芋头	yu tou	yutb	303	2	yutbt yutbty
玉堂	yu tang	yuth	357	2	yuthm yuthmf
鱼塘	yu tang	yuth	281	2	yuthn yuthng
鱼汤	yu tang	yuth	163	2	yuthn yuthne
玉堂春	yu tang chun	yuthip	292	3	yuthipm yuthipmq
玉体	yu ti	yuti	92	2	yutim yutimo
预提	yu ti	yuti	58	2	yutin yutinq
鱼台	yu tai	yutl	148	2	yutln yutlni
语态	yu tai	yutl	88	2	yutli yutlik
雨天	yu tian	yutm	1201	2	yutmm yutmmm
玉田	yu tian	yutm	257	2	yutmm yutmmw
于田	yu tian	yutm	53	2	yutmm yutmmw
玉田县	yu tian xian	yutmxm	118	3	yutmxmm yutmxmmb
玉兔	yu tu	yutu	172	2	yutum yutumn
舆图	yu tu	yutu	58	2	yutuh yutuhw
玉腿	yu tui	yutv	118	2	yutvm yutvmb
预售	yu shou	yuub	1637	2	yuubn yuubno
玉手	yu shou	yuub	216	2	yuubm yuubmq
预收	yu shou	yuub	87	2	yuubn yuubnv
预设	yu she	yuue	477	2	yuuen yuueni
榆社	yu she	yuue	66	2	yuued yuuedi
预审	yu shen	yuuf	693	2	yuufn yuufnj
余生	yu sheng	yuug	440	2	yuugo yuugoh
雨声	yu sheng	yuug	430	2	yuugm yuugmg
语声	yu sheng	yuug	70	2	yuugi yuugig
与生俱来	yu sheng ju lai	yuugjull	484	4	yuugjully yuugjullyd
遇上	yu shang	yuuh	2586	2	yuuhy yuuhyy
浴室	yu shi	yuui	2343	2	yuuie yuuiej
预示	yu shi	yuui	1070	2	yuuin yuuinm
玉石	yu shi	yuui	972	2	yuuim yuuimm
于世	yu shi	yuui	552	2	yuuim yuuimp
于事	yu shi	yuui	475	2	yuuim yuuimj
御史	yu shi	yuui	404	2	yuuih yuuihl
遇事	yu shi	yuui	322	2	yuuiy yuuiyj
雨势	yu shi	yuui	61	2	yuuim yuuimq
与世隔绝	yu shi ge jue	yuuigejt	219	4	yuuigejty yuuigejtyv
于是乎	yu shi hu	yuuihu	328	3	yuuihum yuuihumh
与世长辞	yu shi chang ci	yuuiihci	51	4	yuuiihciy yuuiihciyh
于是就	yu shi jiu	yuuijq	1234	3	yuuijqm yuuijqmy
玉石俱焚	yu shi ju fen	yuuijuff	52	4	yuuijuffm yuuijuffmd
与时俱进	yu shi ju jin	yuuijujn	605	4	yuuijujny yuuijujnyy
与世无争	yu shi wu zheng	yuuiwuvg	161	4	yuuiwuvgy yuuiwuvgyn
玉山	yu shan	yuuj	420	2	yuujm yuujmu
于山	yu shan	yuuj	122	2	yuujm yuujmu
御膳	yu shan	yuuj	87	2	yuujh yuujhb
羽扇	yu shan	yuuj	76	2	yuujs yuujsh
雨山	yu shan	yuuj	55	2	yuujm yuujmu
欲说还休	yu shuo hai xiu	yuuohlxq	63	4	yuuohlxqc yuuohlxqco
玉树	yu shu	yuuu	710	2	yuuum yuuumd
榆树	yu shu	yuuu	472	2	yuuud yuuudd
余数	yu shu	yuuu	113	2	yuuuo yuuuof
榆树市	yu shu shi	yuuuui	104	3	yuuuuid yuuuuidy
雨水	yu shui	yuuv	1831	2	yuuvm yuuvme
鱼水	yu shui	yuuv	136	2	yuuvn yuuvne
渝水	yu shui	yuuv	76	2	yuuve yuuvee
鱼水之欢	yu shui zhi huan	yuuvvihr	32	4	yuuvvihrn yuuvvihrne
雨刷	yu shua	yuuw	252	2	yuuwm yuuwms
宇宙	yu zhou	yuvb	5350	2	yuvbj yuvbjj
禹州	yu zhou	yuvb	330	2	yuvbh yuvbhh
渔舟	yu zhou	yuvb	79	2	yuvbe yuvbeh
豫州	yu zhou	yuvb	72	2	yuvbn yuvbnh
玉州	yu zhou	yuvb	65	2	yuvbm yuvbmh
禹州市	yu zhou shi	yuvbui	238	3	yuvbuih yuvbuihy
预装	yu zhuang	yuvd	445	2	yuvdn yuvdnl
羽状	yu zhuang	yuvd	51	2	yuvds yuvdsl
余震	yu zhen	yuvf	540	2	yuvfo yuvfom
预征	yu zheng	yuvg	60	2	yuvgn yuvgnh
豫章	yu zhang	yuvh	269	2	yuvhn yuvhny
与之	yu zhi	yuvi	3562	2	yuviy yuviyi
预知	yu zhi	yuvi	633	2	yuvin yuvino
欲知	yu zhi	yuvi	344	2	yuvic yuvico
预制	yu zhi	yuvi	315	2	yuvin yuvinh
预置	yu zhi	yuvi	191	2	yuvin yuvinw
阈值	yu zhi	yuvi	157	2	yuvil yuvilo
预支	yu zhi	yuvi	84	2	yuvin yuvinj
玉质	yu zhi	yuvi	56	2	yuvim yuvimh
御制	yu zhi	yuvi	54	2	yuvih yuvihh
预展	yu zhan	yuvj	62	2	yuvjn yuvjns
预兆	yu zhao	yuvk	383	2	yuvkn yuvknl
玉照	yu zhao	yuvk	88	2	yuvkm yuvkma
玉镯	yu zhuo	yuvo	104	2	yuvom yuvomo
雨中	yu zhong	yuvs	1777	2	yuvsm yuvsml
语种	yu zhong	yuvs	1307	2	yuvsi yuvsih
渝中	yu zhong	yuvs	1189	2	yuvse yuvsel
育种	yu zhong	yuvs	578	2	yuvsy yuvsyh
狱中	yu zhong	yuvs	493	2	yuvsk yuvskl
余种	yu zhong	yuvs	367	2	yuvso yuvsoh
榆中	yu zhong	yuvs	210	2	yuvsd yuvsdl
鱼种	yu zhong	yuvs	123	2	yuvsn yuvsnh
域中	yu zhong	yuvs	78	2	yuvsg yuvsgl
与众不同	yu zhong bu tong	yuvsbuts	1503	4	yuvsbutsy yuvsbutsyb
渝中区	yu zhong qu	yuvsqu	554	3	yuvsque yuvsques
语重心长	yu zhong xin chang	yuvsxnih	189	4	yuvsxnihi yuvsxnihip
玉柱	yu zhu	yuvu	345	2	yuvum yuvumd
预祝	yu zhu	yuvu	324	2	yuvun yuvuni
语文	yu wen	yuwf	10188	2	yuwfi yuwfiy
宇文	yu wen	yuwf	676	2	yuwfj yuwfjy
余温	yu wen	yuwf	142	2	yuwfo yuwfoe
宇文化及	yu wen hua ji	yuwfhwji	47	4	yuwfhwjij yuwfhwjijn
语文课	yu wen ke	yuwfke	342	3	yuwfkei yuwfkeii
渔翁	yu weng	yuwg	228	2	yuwge yuwgec
欲望	yu wang	yuwh	5287	2	yuwhc yuwhcy
渔网	yu wang	yuwh	124	2	yuwhe yuwheb
鱼网	yu wang	yuwh	71	2	yuwhn yuwhnb
鱼丸	yu wan	yuwj	256	2	yuwjn yuwjnk
域外	yu wai	yuwl	174	2	yuwlg yuwlgn
与我	yu wo	yuwo	6016	2	yuwoy yuwoyh
于我	yu wo	yuwo	1190	2	yuwom yuwomh
雨雾	yu wu	yuwu	113	2	yuwum yuwumm
语无伦次	yu wu lun ci	yuwulpci	240	4	yuwulpcii yuwulpciii
誉为	yu wei	yuwz	1298	2	yuwzf yuwzfi
鱼尾	yu wei	yuwz	287	2	yuwzn yuwzns
喻为	yu wei	yuwz	130	2	yuwzr yuwzri
余味	yu wei	yuwz	106	2	yuwzo yuwzor
余威	yu wei	yuwz	54	2	yuwzo yuwzoi
鱼尾纹	yu wei wen	yuwzwf	127	3	yuwzwfn yuwzwfnv
玉箫	yu xiao	yuxc	53	2	yuxcm yuxcmh
于小伟	yu xiao wei	yuxcwz	112	3	yuxcwzm yuxcwzmo
预想	yu xiang	yuxd	451	2	yuxdn yuxdnd
余香	yu xiang	yuxd	166	2	yuxdo yuxdoh
余项	yu xiang	yuxd	157	2	yuxdo yuxdom
鱼香肉丝	yu xiang rou si	yuxdrbsi	73	4	yuxdrbsin yuxdrbsinv
玉溪	yu xi	yuxi	1092	2	yuxim yuxime
预习	yu xi	yuxi	405	2	yuxin yuxins
遇袭	yu xi	yuxi	368	2	yuxiy yuxiyi
语系	yu xi	yuxi	261	2	yuxii yuxiih
玉玺	yu xi	yuxi	180	2	yuxim yuximn
玉溪市	yu xi shi	yuxiui	201	3	yuxiuim yuxiuimy
预先	yu xian	yuxm	904	2	yuxmn yuxmnh
遇险	yu xian	yuxm	478	2	yuxmy yuxmyn
蔚县	yu xian	yuxm	182	2	yuxmt yuxmtb
余弦	yu xian	yuxm	55	2	yuxmo yuxmon
于心不忍	yu xin bu ren	yuxnburf	78	4	yuxnburfm yuxnburfms
预选	yu xuan	yuxr	819	2	yuxrn yuxrny
预选赛	yu xuan sai	yuxrsl	641	3	yuxrsln yuxrslnj
雨雪	yu xue	yuxt	412	2	yuxtm yuxtmm
淤血	yu xue	yuxt	148	2	yuxte yuxteh
余下	yu xia	yuxw	517	2	yuxwo yuxwom
鱼虾	yu xia	yuxw	205	2	yuxwn yuxwnl
浴血	yu xie	yuxx	378	2	yuxxe yuxxeh
瘀血	yu xie	yuxx	139	2	yuxxk yuxxkh
雨鞋	yu xie	yuxx	59	2	yuxxm yuxxmt
鱼腥草	yu xing cao	yuxyck	117	3	yuxyckn yuxycknt
鱼油	yu you	yuyb	175	2	yuybn yuybne
遇有	yu you	yuyb	146	2	yuyby yuybyk
渔业	yu ye	yuye	1628	2	yuyee yuyeet
雨夜	yu ye	yuye	596	2	yuyem yuyemy
渔阳	yu yang	yuyh	115	2	yuyhe yuyhen
榆阳	yu yang	yuyh	76	2	yuyhd yuyhdn
育秧	yu yang	yuyh	56	2	yuyhy yuyhyh
予以	yu yi	yuyi	3716	2	yuyin yuyinv
寓意	yu yi	yuyi	747	2	yuyij yuyijy
羽翼	yu yi	yuyi	570	2	yuyis yuyiss
语义	yu yi	yuyi	441	2	yuyii yuyiii
雨衣	yu yi	yuyi	330	2	yuyim yuyimy
御医	yu yi	yuyi	165	2	yuyih yuyihs
羽衣	yu yi	yuyi	128	2	yuyis yuyisy
浴衣	yu yi	yuyi	115	2	yuyie yuyiey
语意	yu yi	yuyi	100	2	yuyii yuyiiy
预言	yu yan	yuyj	1747	2	yuyjn yuyjny
寓言	yu yan	yuyj	862	2	yuyjj yuyjjy
雨燕	yu yan	yuyj	812	2	yuyjm yuyjmt
预演	yu yan	yuyj	201	2	yuyjn yuyjne
浴盐	yu yan	yuyj	64	2	yuyje yuyjeg
语焉不详	yu yan bu xiang	yuyjbuxd	48	4	yuyjbuxdi yuyjbuxdii
语言学	yu yan xue	yuyjxt	751	3	yuyjxti yuyjxtif
欲言又止	yu yan you zhi	yuyjybvi	200	4	yuyjybvic yuyjybvicy
愈演愈烈	yu yan yu lie	yuyjyulx	377	4	yuyjyulxo yuyjyulxom
余姚	yu yao	yuyk	1186	2	yuyko yuykov
余姚市	yu yao shi	yuykui	488	3	yuykuio yuykuioy
语音	yu yin	yuyn	3849	2	yuyni yuyniy
余音	yu yin	yuyn	151	2	yuyno yuynoy
余韵	yu yun	yuyp	83	2	yuypo yuypoy
余元	yu yuan	yuyr	183	2	yuyro yuyrom
御苑	yu yuan	yuyr	73	2	yuyrh yuyrht
御用	yu yong	yuys	351	2	yuysh yuyshb
预约	yu yue	yuyt	2939	2	yuytn yuytnv
愉悦	yu yue	yuyt	1574	2	yuytp yuytpp
逾越	yu yue	yuyt	406	2	yuyty yuytyg
鱼跃	yu yue	yuyt	173	2	yuytn yuytnr
郁郁	yu yu	yuyu	600	2	yuyuk yuyukk
玉宇	yu yu	yuyu	74	2	yuyum yuyumj
与与	yu yu	yuyu	54	2	yuyuy yuyuyy
鱼与熊掌	yu yu xiong zhang	yuyuxsvh	70	4	yuyuxsvhn yuyuxsvhnf
育婴	yu ying	yuyy	749	2	yuyyy yuyyyb
玉英	yu ying	yuyy	319	2	yuyym yuyymt
预应力	yu ying li	yuyyli	346	3	yuyylin yuyylink
预增	yu zeng	yuzg	377	2	yuzgn yuzgng
鱼子	yu zi	yuzi	203	2	yuzin yuzinn
鱼子酱	yu zi jiang	yuzijd	112	3	yuzijdn yuzijdnl
玉簪	yu zan	yuzj	87	2	yuzjm yuzjmh
狱卒	yu zu	yuzu	61	2	yuzuk yuzuky
语族	yu zu	yuzu	52	2	yuzui yuzuiy
一种	yi zhong	yv	77694	2	yvm yvmh yivs yivsm yivsmh
一直	yi zhi	yv	68857	2	yvm yvmj yivi yivim yivimj
严重	yan zhong	yv	18606	2	yvm yvmh yjvs yjvsm yjvsmh
一张	yi zhang	yv	16566	2	yvm yvmn yivh yivhm yivhmn
业主	ye zhu	yv	16089	2	yvt yvty yevu yevut yevuty
一只	yi zhi	yv	15720	2	yvm yvmr yivi yivim yivimr
有着	you zhe	yv	13775	2	yvk yvkt ybve ybvek ybvekt
因为	yin wei	yw	147658	2	yww ywwi ynwz ynwzw ynwzwi
业务	ye wu	yw	47551	2	ywt ywth yewu yewut yewuth
以为	yi wei	yw	28187	2	ywv ywvi yiwz yiwzv yiwzvi
一位	yi wei	yw	22631	2	ywm ywmo yiwz yiwzm yiwzmo
英文	ying wen	yw	14272	2	ywt ywty yywf yywft yywfty
有限	you xian	yx	164898	2	yxk yxkn ybxm ybxmk ybxmkn
游戏	you xi	yx	107762	2	yxe yxee ybxi ybxie ybxiee
一些	yi xie	yx	73432	2	yxm yxmy yixx yixxm yixxmy
影响	ying xiang	yx	59078	2	yxa yxar yyxd yyxda yyxdar
一下	yi xia	yx	55954	2	yxm yxmm yixw yixwm yixwmm
以下	yi xia	yx	47250	2	yxv yxvm yixw yixwv yixwvm
有些	you xie	yx	44172	2	yxk yxky ybxx ybxxk ybxxky
